"job_id","company_id","title","location","applies","original_listed_time","remote_allowed","views","application_type","expiry","closed_time","formatted_experience_level","listed_time","sponsored","scraped","salary","duration_days","district","region"
3757930799,78708714,"Imaging Supervisor","Orange, CA",2,2023-11-04 06:40:00,FALSE,13,"ComplexOnsiteApply",2023-12-04 06:06:40,2030-01-01 00:00:01,"Mid-Senior level",2023-11-04 06:40:00,FALSE,1699134111,145000,29.9768518518519,"San Francisco","West"
3757930215,73013724,"Sales Manager","Los Angeles, CA",1,2023-11-04 06:40:00,TRUE,3,"ComplexOnsiteApply",2023-12-04 06:06:40,2030-01-01 00:00:01,"Mid-Senior level",2023-11-04 06:40:00,FALSE,1699135772,237500,29.9768518518519,"San Francisco","West"
3757930108,73013724,"Sales Manager","Poughkeepsie, NY",0,2023-11-04 06:40:00,TRUE,0,"ComplexOnsiteApply",2023-12-04 06:06:40,2030-01-01 00:00:01,"Mid-Senior level",2023-11-04 06:40:00,FALSE,1699131404,237500,29.9768518518519,"New York","Northeast"
3757929959,73013724,"Sales Manager","Winchester, VA",0,2023-11-04 06:40:00,TRUE,0,"ComplexOnsiteApply",2023-12-04 06:06:40,2030-01-01 00:00:01,"Mid-Senior level",2023-11-04 06:40:00,FALSE,1699087166,237500,29.9768518518519,"Philadelphia","Northeast"
3757929941,79098833,"Independent Mental Health Practitioner  LIMHP [5160]","Omaha, NE",0,2023-11-04 06:40:00,FALSE,1,"ComplexOnsiteApply",2023-12-04 06:06:40,2030-01-01 00:00:01,"Entry level",2023-11-04 06:40:00,FALSE,1699085644,85000,29.9768518518519,"Kansas City","Midwest"
3757929921,73013724,"Sales Manager","State College, PA",0,2023-11-04 06:40:00,TRUE,0,"ComplexOnsiteApply",2023-12-04 06:06:40,2030-01-01 00:00:01,"Mid-Senior level",2023-11-04 06:40:00,FALSE,1699130105,237500,29.9768518518519,"Philadelphia","Northeast"
3757929899,2238,"Senior Category Activation Manager, Ingredients","Broomfield, CO",0,2023-11-04 06:40:00,FALSE,2,"SimpleOnsiteApply",2023-12-04 06:06:40,2030-01-01 00:00:01,"Mid-Senior level",2023-11-04 06:40:00,FALSE,1699085123,119500,29.9768518518519,"Kansas City","Midwest"
3757929797,73013724,"Sales Manager","Idaho Falls, ID",0,2023-11-04 06:40:00,TRUE,0,"ComplexOnsiteApply",2023-12-04 06:06:40,2030-01-01 00:00:01,"Mid-Senior level",2023-11-04 06:40:00,FALSE,1699084455,237500,29.9768518518519,"San Francisco","West"
3757929719,2238,"Manager, Producer Relations Manager (PRM) West","Broomfield, CO",5,2023-11-04 06:40:00,FALSE,24,"SimpleOnsiteApply",2023-12-04 06:06:40,2030-01-01 00:00:01,"Mid-Senior level",2023-11-04 06:40:00,FALSE,1699137801,87500,29.9768518518519,"Kansas City","Midwest"
3757929630,73013724,"Sales Manager","Roanoke, VA",0,2023-11-04 06:40:00,TRUE,1,"ComplexOnsiteApply",2023-12-04 06:06:40,2030-01-01 00:00:01,"Mid-Senior level",2023-11-04 06:40:00,FALSE,1699090595,237500,29.9768518518519,"Philadelphia","Northeast"
3757928987,73013724,"Sales Manager","Staunton, VA",0,2023-11-04 06:40:00,TRUE,0,"ComplexOnsiteApply",2023-12-04 06:06:40,2030-01-01 00:00:01,"Mid-Senior level",2023-11-04 06:40:00,FALSE,1699086162,237500,29.9768518518519,"Philadelphia","Northeast"
3757928981,73013724,"Sales Manager","Iowa City, IA",0,2023-11-04 06:40:00,TRUE,0,"ComplexOnsiteApply",2023-12-04 06:06:40,2030-01-01 00:00:01,"Mid-Senior level",2023-11-04 06:40:00,FALSE,1699087166,237500,29.9768518518519,"Chicago","Midwest"
3757928980,73013724,"Sales Manager","Toledo, Ohio Metropolitan Area",0,2023-11-04 06:40:00,TRUE,0,"ComplexOnsiteApply",2023-12-04 06:06:40,2030-01-01 00:00:01,"Mid-Senior level",2023-11-04 06:40:00,FALSE,1699084974,237500,29.9768518518519,"Cleveland","Midwest"
3757928954,73013724,"Sales Manager","Bowling Green, KY",0,2023-11-04 06:40:00,TRUE,1,"ComplexOnsiteApply",2023-12-04 06:06:40,2030-01-01 00:00:01,"Mid-Senior level",2023-11-04 06:40:00,FALSE,1699131782,237500,29.9768518518519,"Cleveland","Midwest"
3757928953,73013724,"Sales Manager","Kalamazoo, MI",0,2023-11-04 06:40:00,TRUE,1,"ComplexOnsiteApply",2023-12-04 06:06:40,2030-01-01 00:00:01,"Mid-Senior level",2023-11-04 06:40:00,FALSE,1699129956,237500,29.9768518518519,"Chicago","Midwest"
3757928939,73013724,"Sales Manager","Baltimore, MD",1,2023-11-04 06:40:00,TRUE,2,"ComplexOnsiteApply",2023-12-04 06:06:40,2030-01-01 00:00:01,"Mid-Senior level",2023-11-04 06:40:00,FALSE,1699139752,237500,29.9768518518519,"Philadelphia","Northeast"
3757927991,90486854,"Full Time Optometrist OD Texarkana, Texas $180K","Texarkana, TX",0,2023-11-04 06:40:00,FALSE,0,"OffsiteApply",2023-12-04 06:06:40,2030-01-01 00:00:01,"Associate",2023-11-04 06:40:00,FALSE,1699136674,160000,29.9768518518519,"Dallas","South"
3757927968,73013724,"Sales Manager","Greater Eugene-Springfield Area",0,2023-11-04 06:40:00,TRUE,0,"ComplexOnsiteApply",2023-12-04 06:06:40,2030-01-01 00:00:01,"Mid-Senior level",2023-11-04 06:40:00,FALSE,1699090145,237500,29.9768518518519,"San Francisco","West"
3757927949,73013724,"Sales Manager","Kankakee, IL",0,2023-11-04 06:40:00,TRUE,0,"ComplexOnsiteApply",2023-12-04 06:06:40,2030-01-01 00:00:01,"Mid-Senior level",2023-11-04 06:40:00,FALSE,1699136073,237500,29.9768518518519,"Chicago","Midwest"
3757927940,73013724,"Sales Manager","Sierra Vista, AZ",0,2023-11-04 06:40:00,TRUE,0,"ComplexOnsiteApply",2023-12-04 06:06:40,2030-01-01 00:00:01,"Mid-Senior level",2023-11-04 06:40:00,FALSE,1699088951,237500,29.9768518518519,"San Francisco","West"
3757927855,73013724,"Sales Manager","Pittsburgh, PA",0,2023-11-04 06:40:00,TRUE,0,"ComplexOnsiteApply",2023-12-04 06:06:40,2030-01-01 00:00:01,"Mid-Senior level",2023-11-04 06:40:00,FALSE,1699087983,237500,29.9768518518519,"Philadelphia","Northeast"
3757927838,73013724,"Sales Manager","Williamsport, PA",0,2023-11-04 06:40:00,TRUE,0,"ComplexOnsiteApply",2023-12-04 06:06:40,2030-01-01 00:00:01,"Mid-Senior level",2023-11-04 06:40:00,FALSE,1699087240,237500,29.9768518518519,"Philadelphia","Northeast"
3757927797,73013724,"Sales Manager","Boston, MA",0,2023-11-04 06:40:00,TRUE,2,"ComplexOnsiteApply",2023-12-04 06:06:40,2030-01-01 00:00:01,"Mid-Senior level",2023-11-04 06:40:00,FALSE,1699137424,237500,29.9768518518519,"Boston","Northeast"
3757924400,73013724,"Sales Manager","Gainesville, FL",0,2023-11-04 06:40:00,TRUE,0,"ComplexOnsiteApply",2023-12-04 06:06:40,2030-01-01 00:00:01,"Mid-Senior level",2023-11-04 06:40:00,FALSE,1699084900,237500,29.9768518518519,"Atlanta","South"
3757924397,73013724,"Sales Manager","Portland, Maine Metropolitan Area",0,2023-11-04 06:40:00,TRUE,0,"ComplexOnsiteApply",2023-12-04 06:06:40,2030-01-01 00:00:01,"Mid-Senior level",2023-11-04 06:40:00,FALSE,1699082675,237500,29.9768518518519,"Boston","Northeast"
3757924020,2908367,"Search Consultant / Recruiter","New London, WI",0,2023-11-04 06:40:00,FALSE,1,"OffsiteApply",2023-12-04 06:06:40,2030-01-01 00:00:01,"Mid-Senior level",2023-11-04 06:40:00,FALSE,1699082898,350000,29.9768518518519,"Chicago","Midwest"
3757923657,73013724,"Sales Manager","Redding, CA",0,2023-11-04 06:40:00,TRUE,0,"ComplexOnsiteApply",2023-12-04 06:06:40,2030-01-01 00:00:01,"Mid-Senior level",2023-11-04 06:40:00,FALSE,1699084307,237500,29.9768518518519,"San Francisco","West"
3757923650,73013724,"Sales Manager","Concord, NH",0,2023-11-04 06:40:00,TRUE,0,"ComplexOnsiteApply",2023-12-04 06:06:40,2030-01-01 00:00:01,"Mid-Senior level",2023-11-04 06:40:00,FALSE,1699134260,237500,29.9768518518519,"Boston","Northeast"
3757923408,73013724,"Sales Manager","Greenville-Spartanburg-Anderson, South Carolina Area",0,2023-11-04 06:40:00,TRUE,1,"ComplexOnsiteApply",2023-12-04 06:06:40,2030-01-01 00:00:01,"Mid-Senior level",2023-11-04 06:40:00,FALSE,1699129658,237500,29.9768518518519,"Richmond","South"
3757922739,73013724,"Sales Manager","Fayetteville, AR",0,2023-11-04 06:40:00,TRUE,1,"ComplexOnsiteApply",2023-12-04 06:06:40,2030-01-01 00:00:01,"Mid-Senior level",2023-11-04 06:40:00,FALSE,1699138776,237500,29.9768518518519,"Saint Louis","Midwest"
3757922476,73013724,"Sales Manager","Augusta, ME",0,2023-11-04 06:40:00,TRUE,1,"ComplexOnsiteApply",2023-12-04 06:06:40,2030-01-01 00:00:01,"Mid-Senior level",2023-11-04 06:40:00,FALSE,1699138702,237500,29.9768518518519,"Boston","Northeast"
3757922135,2957445,"Fullstack Engineer","San Francisco, CA",16,2023-10-10 06:40:00,FALSE,40,"OffsiteApply",2023-12-04 06:06:40,2030-01-01 00:00:01,"Entry level",2023-11-04 06:40:00,FALSE,1699081419,152600.5,54.9768518518519,"San Francisco","West"
3757921575,77156037,"Production Manager","Fountain Valley, CA",0,2023-11-04 06:40:00,FALSE,9,"ComplexOnsiteApply",2024-05-02 06:06:40,2030-01-01 00:00:01,"Entry level",2023-11-04 06:40:00,TRUE,1699081789,62500,179.976851851852,"San Francisco","West"
3757921570,73013724,"Sales Manager","Knoxville, TN",0,2023-11-04 06:40:00,TRUE,0,"ComplexOnsiteApply",2023-12-04 06:06:40,2030-01-01 00:00:01,"Mid-Senior level",2023-11-04 06:40:00,FALSE,1699081197,237500,29.9768518518519,"Atlanta","South"
3757921539,1595517,"Full-Time ER Veterinarian J183578","Conroe, TX",0,2023-11-04 06:40:00,FALSE,0,"OffsiteApply",2023-12-04 06:06:40,2030-01-01 00:00:01,"Mid-Senior level",2023-11-04 06:40:00,FALSE,1699133812,127500,29.9768518518519,"Dallas","South"
3757921000,112768,"Sr. Manager, Supply Chain Planning","Menlo Park, CA",3,2023-11-03 00:06:40,FALSE,7,"ComplexOnsiteApply",2023-12-04 06:06:40,2030-01-01 00:00:01,"Mid-Senior level",2023-11-04 06:40:00,FALSE,1699087909,175000,31.25,"San Francisco","West"
3757920253,3807788,"ASSISTANT COORDINATOR OF NURSING SERVICES","Napa, CA",0,2023-11-03 00:06:40,FALSE,0,"OffsiteApply",2023-12-04 06:06:40,2030-01-01 00:00:01,"Entry level",2023-11-04 06:40:00,FALSE,1699086796,130422,31.25,"San Francisco","West"
3757920029,1811868,"(Remote) HR Business Partner","Fort Mill, SC",12,2023-11-04 03:53:20,TRUE,41,"OffsiteApply",2023-12-04 06:06:40,2030-01-01 00:00:01,"Mid-Senior level",2023-11-04 06:40:00,FALSE,1699088132,98500,30.0925925925926,"Richmond","South"
3757919585,73013724,"Sales Manager","Ithaca, NY",0,2023-11-04 06:40:00,TRUE,0,"ComplexOnsiteApply",2023-12-04 06:06:40,2030-01-01 00:00:01,"Mid-Senior level",2023-11-04 06:40:00,FALSE,1699134186,237500,29.9768518518519,"New York","Northeast"
3757919581,2238,"IT Data and Finance Manager ","Broomfield, CO",0,2023-11-04 06:40:00,FALSE,5,"ComplexOnsiteApply",2023-12-04 06:06:40,2030-01-01 00:00:01,"Mid-Senior level",2023-11-04 06:40:00,FALSE,1699091196,87500,29.9768518518519,"Kansas City","Midwest"
3757919574,29622,"Sales Director","Grand Rapids metropolitan area, MI",1,2023-11-04 06:40:00,FALSE,47,"ComplexOnsiteApply",2023-12-04 06:06:40,2030-01-01 00:00:01,"Entry level",2023-11-04 06:40:00,FALSE,1699139528,95000,29.9768518518519,"Chicago","Midwest"
3757919520,213591,"Digital Strategist","Portland, OR",0,2023-11-04 06:40:00,FALSE,16,"OffsiteApply",2024-05-02 06:06:40,2030-01-01 00:00:01,"Entry level",2023-11-04 06:40:00,FALSE,1699089473,72500,179.976851851852,"San Francisco","West"
3757919274,32478,"Production Supervisor - 2nd Shift","Orange City, IA",1,2023-10-20 00:00:01,FALSE,1,"OffsiteApply",2023-12-04 06:06:40,2030-01-01 00:00:01,"Mid-Senior level",2023-11-04 06:40:00,FALSE,1699139228,69875,45.2546180555556,"Chicago","Midwest"
3757918548,2908367,"Land Development Manager","South Hill, VA",0,2023-11-04 06:40:00,FALSE,0,"OffsiteApply",2023-12-04 06:06:40,2030-01-01 00:00:01,"Mid-Senior level",2023-11-04 06:40:00,FALSE,1699129807,1e+05,29.9768518518519,"Philadelphia","Northeast"
3757918262,372915,"Grease Sales Representative","Dunn, NC",0,2023-11-03 00:06:40,FALSE,3,"OffsiteApply",2023-12-04 06:06:40,2030-01-01 00:00:01,"Entry level",2023-11-04 06:40:00,FALSE,1699133887,107500,31.25,"Richmond","South"
3757918069,164876,"Sleep Expert - Sales","Encinitas, CA",0,2023-11-04 03:53:20,FALSE,0,"OffsiteApply",2023-12-04 06:06:40,2030-01-01 00:00:01,"Mid-Senior level",2023-11-04 03:53:20,FALSE,1699085940,87000,30.0925925925926,"San Francisco","West"
3757917593,78853109,"Sales Director","United States",72,2023-11-04 06:40:00,TRUE,384,"OffsiteApply",2023-12-04 22:46:40,2030-01-01 00:00:01,"Director",2023-11-04 06:40:00,TRUE,1699136148,275000,30.6712962962963,"All","All"
3757917262,163139,"Regional Account Manager","Seattle, WA",0,2023-11-04 03:53:20,FALSE,0,"SimpleOnsiteApply",2023-12-04 11:40:00,2030-01-01 00:00:01,"Mid-Senior level",2023-11-04 12:13:20,FALSE,1699131632,37500,30.3240740740741,"San Francisco","West"
3757917234,163139,"National Account Manager","San Francisco Bay Area",0,2023-11-04 03:53:20,FALSE,0,"SimpleOnsiteApply",2023-12-04 06:06:40,2030-01-01 00:00:01,"Mid-Senior level",2023-11-04 03:53:20,FALSE,1699082602,50000,30.0925925925926,"San Francisco","West"
3757917228,163139,"Global Account Manager","Denver Metropolitan Area",0,2023-11-04 03:53:20,FALSE,0,"SimpleOnsiteApply",2023-12-04 06:06:40,2030-01-01 00:00:01,"Mid-Senior level",2023-11-04 03:53:20,FALSE,1699083935,55000,30.0925925925926,"Kansas City","Midwest"
3757917227,163139,"Global Account Manager","San Francisco Bay Area",1,2023-11-04 03:53:20,FALSE,1,"SimpleOnsiteApply",2023-12-04 06:06:40,2030-01-01 00:00:01,"Mid-Senior level",2023-11-04 03:53:20,FALSE,1699085197,55000,30.0925925925926,"San Francisco","West"
3757917226,163139,"Global Account Manager","La Mirada, CA",1,2023-11-04 03:53:20,FALSE,2,"SimpleOnsiteApply",2023-12-04 06:06:40,2030-01-01 00:00:01,"Mid-Senior level",2023-11-04 03:53:20,FALSE,1699084381,55000,30.0925925925926,"San Francisco","West"
3757917222,163139,"Field Technician, Orlando, FL","Orlando, FL",1,2023-11-04 03:53:20,FALSE,1,"OffsiteApply",2023-12-04 11:40:00,2030-01-01 00:00:01,"Entry level",2023-11-04 12:13:20,FALSE,1699137050,68764.5,30.3240740740741,"Atlanta","South"
3757917058,1881,"Director, Global Process Owner","Cedar Rapids, IA",2,2023-11-04 01:06:40,FALSE,61,"OffsiteApply",2023-12-04 06:06:40,2030-01-01 00:00:01,"Director",2023-11-04 03:53:20,FALSE,1699135923,215050,30.2083333333333,"Chicago","Midwest"
3757916682,163139,"Regional Account Manager","Los Angeles Metropolitan Area",0,2023-11-04 03:53:20,FALSE,1,"SimpleOnsiteApply",2023-12-04 11:40:00,2030-01-01 00:00:01,"Mid-Senior level",2023-11-04 12:13:20,FALSE,1699135772,37500,30.3240740740741,"San Francisco","West"
3757916659,163139,"Global Account Manager","Santa Clara, CA",2,2023-11-04 03:53:20,FALSE,2,"SimpleOnsiteApply",2023-12-04 06:06:40,2030-01-01 00:00:01,"Mid-Senior level",2023-11-04 03:53:20,FALSE,1699087835,55000,30.0925925925926,"San Francisco","West"
3757916538,8759,"Bankruptcy Litigation Associate - Mid/Senior Level - Seattle","Seattle, WA",0,2023-11-04 03:53:20,FALSE,0,"OffsiteApply",2023-12-04 06:06:40,2030-01-01 00:00:01,"Mid-Senior level",2023-11-04 03:53:20,FALSE,1699137350,277500,30.0925925925926,"San Francisco","West"
3757916390,7614,"Counter Sales Associate","Fresno, CA",0,2023-11-04 03:53:20,FALSE,3,"OffsiteApply",2023-12-04 06:06:40,2030-01-01 00:00:01,"Entry level",2023-11-04 03:53:20,FALSE,1699133887,45325,30.0925925925926,"San Francisco","West"
3757916367,1177302,"Inside Sales Representative - (PST Hours)","United States",1,2023-10-10 03:53:20,TRUE,19,"OffsiteApply",2023-12-04 06:06:40,2030-01-01 00:00:01,"Associate",2023-11-04 06:40:00,FALSE,1699090447,57500,55.0925925925926,"All","All"
3757915725,163139,"Sales Director, New York, NY","New York City Metropolitan Area",0,2023-11-04 03:53:20,FALSE,0,"OffsiteApply",2023-12-04 06:06:40,2030-01-01 00:00:01,"Director",2023-11-04 03:53:20,FALSE,1699085420,130000,30.0925925925926,"New York","Northeast"
3757915691,163139,"Global Account Manager","New York City Metropolitan Area",1,2023-11-04 03:53:20,FALSE,1,"SimpleOnsiteApply",2023-12-04 06:06:40,2030-01-01 00:00:01,"Mid-Senior level",2023-11-04 03:53:20,FALSE,1699089101,57500,30.0925925925926,"New York","Northeast"
3757915689,163139,"Global Account Manager","San Francisco Bay Area",1,2023-11-04 03:53:20,FALSE,1,"SimpleOnsiteApply",2023-12-04 06:06:40,2030-01-01 00:00:01,"Mid-Senior level",2023-11-04 03:53:20,FALSE,1699084381,55000,30.0925925925926,"San Francisco","West"
3757915688,163139,"Fiber Technician, Charleston, SC","Charleston, SC",1,2023-11-04 03:53:20,FALSE,3,"SimpleOnsiteApply",2023-12-04 11:40:00,2030-01-01 00:00:01,"Entry level",2023-11-04 12:13:20,TRUE,1699133961,68764.5,30.3240740740741,"Richmond","South"
3757915686,3608,"Senior SRE Software Engineer - Block Storage","Durham, NC",1,2023-10-10 03:53:20,FALSE,30,"OffsiteApply",2023-12-04 06:06:40,2030-01-01 00:00:01,"Mid-Senior level",2023-11-04 06:40:00,FALSE,1699138928,207125,55.0925925925926,"Richmond","South"
3757915671,18577044,"Obstetrician/Gynecologist","Everett, WA",0,2023-11-04 01:06:40,FALSE,0,"SimpleOnsiteApply",2023-12-04 06:06:40,2030-01-01 00:00:01,"Mid-Senior level",2023-11-04 06:40:00,FALSE,1699084381,378166.5,30.2083333333333,"San Francisco","West"
